4) Specifica il codice ISTAT del tuo comune,6) Il tuo territorio ha problemi di connettività a internet? ,"7) Il tuo sindaco o un assessore, ti ha incontrato come Digital Champion?","8) Il comune durante il 2014-15, ha organizzato o finanzia iniziative per aumentare la cultura digitale?",10) C'è e come ci si registra al wi fi pubblico nel comune di cui sei DC?,"11) Il wi fi pubblico, per quanto tempo è accessibile al giorno?",12) Hai verificato la qualità del sito web del tuo comune?   ,13) Quali servizi on line ci sono?,14) Il tuo comune è presente su facebook? E come viene gestito?,15) Il tuo comune è presente su twitter e come viene gestito? *,18) Il tuo comune rilascia dati in formato aperto e riusabile (open data) *,C'è una comunità che organizza Coderdojo? Quanto è attiva?,20) Ci sono iniziative di alfabetizzazione digitale?  *,22) Puoi segnalare quante startup innovative ci sono nella provincia del tuo comune?,23) Puoi segnalare quanti incubatori registrati ci sono nel tuo comune?,"25) Ci sono altri spazi adibiti alla promozione del digitale come coworking, fablab e altro?  *",29) Quale priorità segnali per il tuo comune?  *,Comune,Provincia,Regione,Grandezza_comune,Abitanti,,,,,,,,,,,,,,,,,,,,,,,,,,Scegli un tema che vorresti approfondire come digital champion
26051,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",C'era ma pare non funzionare più,al momento non funzionante,fino a 50 indicatori soddisfatti,"nulla di tutto ciò, i servizi online sono una serie di link a siti esterni, a volte domini scaduti",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Ci sono iniziative per l’alfabetizzazione verso anziani,77,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende",Oderzo,TV,VEN,MEDIO,20272,,,,,,,,,,,,,,,,,,,,,,,,,,
26037,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,fino a 60 indicatori soddisfatti,Piattaforma per consultazioni online,è presente e risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"aumentare la connettività, aumentare il wi fi pubblico, aumentare l'alfabetizzazione digitale alle aziende",Mansu�,TV,VEN,PICCOLO,4989,,,,,,,,,,,,,,,,,,,,,,,,,,
26026,la connettività non supera i 10 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Sportello Unico online",non è presente su facebook,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Non c'è stata nessuna iniziativa,1,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare formazione di tecnologie open source",Farra di Soligo,TV,VEN,MEDIO,8955,,,,,,,,,,,,,,,,,,,,,,,,,,
26021,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",il wi fi pubblico c'è e non è necessaria nessuna iscrizione,tra 1h e 2h,fino a 50 indicatori soddisfatti,,è presente ma non risponde a commenti e domande,"è presente ma non risponde ai commenti, è presente e risponde",non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,3,0,Non so,"aumentare la connettività, aumentare l'alfabetizzazione digitale alle aziende",Conegliano,TV,VEN,GRANDE,35748,,,,,,,,,,,,,,,,,,,,,,,,,,
26012,la connettività non supera i 20 Megabit,si,"si, ha organizzato 1 evento",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è limite orario tuttavia la copertura è limitata solo adi alcune aree del centro città,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Pagamento online tasse e tariffe comunali, NEWSLETTER via SMS del Comune di Castelfranco Veneto",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,1 Makerlab e 1 Fablab,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",2,Spaziohub,si,"aumentare la connettività, aumentare il wi fi pubblico, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Castelfranco Veneto,TV,VEN,GRANDE,33740,,,,,,,,,,,,,,,,,,,,,,,,,,
25029,la connettività non supera i 20 Megabit,si,"si, ha organizzato più eventi",Utenze social network (wiMAN),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza, Sportello Unico online",è presente e risponde a commenti e domande,è presente e risponde,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,1 volta al mese,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",5,0,P3@ Limana WiFi,aumentare la connettività,Limana,BL,VEN,MEDIO,5027,,,,,,,,,,,,,,,,,,,,,,,,,,
25006,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, URP online, Sportello Unico online",è presente e risponde a commenti e domande,è presente e risponde,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,2,0,no,"aumentare il wi fi pubblico, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare formazione di tecnologie open source",Belluno,BL,VEN,GRANDE,36599,,,,,,,,,,,,,,,,,,,,,,,,,,
24119,la connettività non supera i 20 Megabit,no,"si, ha organizzato 1 evento",ci si registra passando per un ufficio,10 h,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,è presente ma non risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,1,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare formazione di tecnologie open source",Zan�,VI,VEN,MEDIO,6599,,,,,,,,,,,,,,,,,,,,,,,,,,
24111,la connettività non supera i 20 Megabit,In programma a Settembre 2015,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità",è presente anche durante il weekend,è presente e risponde anche durante i weekend,non esiste una sezione open data,c'è stata una iniziativa,Saltuariamente vengono organizzati incontri ma nulla di continuativo,1,0,no,"aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare le politiche a supporto delle startup",Valdagno,VI,VEN,MEDIO,26889,,,,,,,,,,,,,,,,,,,,,,,,,,
24100,la connettività non supera i 20 Megabit,si,"si, ha organizzato più eventi",È necessario essere iscritti alla biblioteca comunale,tra 2h e 3h,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,è presente e risponde a commenti e domande,non è presente su  twitter,"esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza, sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune",non c'è nel mio comune,"Saltuariamente vengono organizzati incontri ma nulla di continuativo, Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",41,0,si,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, aumentare le politiche a supporto delle startup",Schio,VI,VEN,GRANDE,39566,,,,,,,,,,,,,,,,,,,,,,,,,,
24057,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,c'è stata una iniziativa,Saltuariamente vengono organizzati incontri ma nulla di continuativo,0,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Marostica,VI,VEN,MEDIO,13824,,,,,,,,,,,,,,,,,,,,,,,,,,
24034,la connettività non supera i 10 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,no,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Sportello Unico online, Sistema informativo territoriale",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,si,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source",Cornedo Vicentino,VI,VEN,MEDIO,12042,,,,,,,,,,,,,,,,,,,,,,,,,,
24013,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",punto wi fi gratutito gestito in accordo di collaborazione da azienda privata ad uso pubblico previa registrazione,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi per situazioni di emergenza",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare formazione di tecnologie open source",Bolzano Vicentino,VI,VEN,MEDIO,6503,,,,,,,,,,,,,,,,,,,,,,,,,,
24009,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, webcam, agenda eventi turistici",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Ci sono iniziative per l’alfabetizzazione verso anziani,41,0,"come DC sto tentando di avviare un progetto per la creazione di uno spazio di coworking, il comune ha dei locali che è disposto a mettere a disposizione  ma servono fondi per ristrutturazione / allestimento location","aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale alle aziende, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup, utilizzo del digitale per valorizzazione e promozione beni artistici e storici ",Asiago,VI,VEN,MEDIO,6485,,,,,,,,,,,,,,,,,,,,,,,,,,
24008,la connettività non supera i 10 Megabit,si,"si, ha organizzato più eventi",il wi fi pubblico c'è e non è necessaria nessuna iscrizione,sessioni con scadenza a cui ti ricolleghi senza problema,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi per situazioni di emergenza, www.inarzignanonews.it",vorrei segnalare il mio comune come caso studio,è presente e risponde anche durante i weekend,non esiste una sezione open data,non c'è nel mio comune,Ci sono iniziative per l’alfabetizzazione verso anziani,39,1,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, aumentare le politiche a supporto delle startup",Arzignano,VI,VEN,MEDIO,26046,,,,,,,,,,,,,,,,,,,,,,,,,,
23096,la connettività non supera i 10 Megabit,no,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),tra 1h e 2h,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Villafranca di Verona,VR,VEN,GRANDE,33117,,,,,,,,,,,,,,,,,,,,,,,,,,
23091,Non abbiamo problemi di connettività,no,"no, non hai mai organizzato nulla",ci si registra passando per un ufficio,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza, URP online, Sportello Unico online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,1 volta al mese,Saltuariamente vengono organizzati incontri ma nulla di continuativo,36,0,si,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende",Verona,VR,VEN,GRANDE,263964,,,,,,,,,,,,,,,,,,,,,,,,,,
23071,E' in via di realizzazione il progetto epr la banda ultralarga (fibra) nella zona industriale,"Si, finchè è stao in carica. Il comune è al momento commissariato.","no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Sportello Unico online",è presente ma non risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,"Esiste l'associazione VillaggioDigitale, di cui sono presidente, in cui alcuni soci sono anche mentors di Coderdojo. L'associazione ha come scopo quello di organizzare e promuovere iniziative di alfabetizzazione digitale.","Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",2,0,si,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende",San Giovanni Lupatoto,VR,VEN,MEDIO,24214,,,,,,,,,,,,,,,,,,,,,,,,,,
23058,la connettività non supera i 10 Megabit,si,"si, ha organizzato più eventi","è in fase di attivazione, ci si registrerà con sms",non sono previsti limiti per quando verrà attivato,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,è presente e risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",0,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source",Pescantina,VR,VEN,MEDIO,16390,,,,,,,,,,,,,,,,,,,,,,,,,,
23055,"Il sito indica che il 100% della popolazione è raggiunta da 20Mbit ma i privati non possono acquistare tale tipo di servizio, solo le aziende (sto cambiando la mia connettività intestando la linea all'azienda proprio per questo motivo)",no,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali",è presente e risponde a commenti e domande,è presente e risponde,non esiste una sezione open data,1 volta ogni 2 settimane,Saltuariamente vengono organizzati incontri ma nulla di continuativo,60,0,no,"aumentare la connettività, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende",Oppeano,VR,VEN,MEDIO,9446,,,,,,,,,,,,,,,,,,,,,,,,,,
23043,la connettività non supera i 10 Megabit,"Ho chiesto un incontro, non ho ancora avuto risposta","si, ha organizzato 1 evento",tramite servizi collegati al telefono mobile (es. sms o telefonata),Solo in piccola zona centrale,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Servizi informativi per situazioni di emergenza, URP online, Sportello Unico online",non è presente su facebook,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Non c'è stata nessuna iniziativa,nessuna,nessuno,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source",Lazise,VR,VEN,MEDIO,6968,,,,,,,,,,,,,,,,,,,,,,,,,,
23023,la connettività non supera i 20 Megabit,si,"si, ha organizzato 1 evento",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Sportello Unico online",è presente e risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,La stiamo organizzando come D.C.,Ci sono iniziative per l’alfabetizzazione verso anziani,59,0,no,"aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo",Cavaion Veronese,VR,VEN,MEDIO,5443,,,,,,,,,,,,,,,,,,,,,,,,,,
22215,la connettività non supera i 10 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,fino a 10 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"aumentare la connettività, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare formazione di tecnologie open source",Vezzano,TN,TAA,PICCOLO,2192,,,,,,,,,,,,,,,,,,,,,,,,,,
22205,la connettività non supera i 20 Megabit,no,"si, ha organizzato più eventi",tramite mail,non c'è nessun limite,fino a 10 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Servizi informativi per situazioni di emergenza, Pagamento multe, URP online, Sportello Unico online",è presente e risponde a commenti e domande,è presente e risponde,esiste una sezione o portale open data con dataset di vari uffici aggiornati e con infografiche di supporto,1 volta alla settimana,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",53,0,si,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare formazione di tecnologie open source",Trento,TN,TAA,GRANDE,116298,,,,,,,,,,,,,,,,,,,,,,,,,,
22161,la connettività non supera i 20 Megabit,L'amministrazione precedente si. Il nuovo sindaco e giunta insediata due mesi fa.,"no, non hai mai organizzato nulla",wifi pubblico è gestito da azienda privata http://www.freeluna.it/ ,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Pagamento online tasse e tariffe comunali",è presente e risponde a commenti e domande,è presente e risponde,"esiste una sezione o portale open data con dataset di vari uffici, sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune",http://www.mart.tn.it/coderdojo,Saltuariamente vengono organizzati incontri ma nulla di continuativo,non presente,dato non reperibile,si,"supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Rovereto,TN,TAA,GRANDE,38167,,,,,,,,,,,,,,,,,,,,,,,,,,
22160,la connettività non supera i 10 Megabit,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),tra 1h e 2h,oltre 60 indicatori soddisfatti,Piattaforma per consultazioni online,non è presente su facebook,non è presente su  twitter,"non esiste una sezione open data, sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune?",non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,0,0,no,"aumentare la connettività, aumentare il wi fi pubblico, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende",Rover� della Luna,TN,TAA,PICCOLO,1602,,,,,,,,,,,,,,,,,,,,,,,,,,
22153,Non abbiamo problemi di connettività,mi conosce e sa che sono attivo a favore del software libero e per la promozione dell'utilizzo dell'itc,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali, Sportello Unico online",non è presente su facebook,non è presente su  twitter,"esiste una sezione o portale open data con dataset di vari uffici aggiornati e con infografiche di supporto. Il comune si attiva anche nell'incentivarne il riuso, sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune",1 volta al mese,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",0,0,al momento no,"aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup, continuare nella pratica di adozione di software libero",Riva del Garda,TN,TAA,MEDIO,16170,,,,,,,,,,,,,,,,,,,,,,,,,,
22130,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali","Non lo so, non ho Facebook","Non lo so, non ho Twitter",non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,155,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare formazione di tecnologie open source",Ospedaletto,TN,TAA,PICCOLO,809,,,,,,,,,,,,,,,,,,,,,,,,,,
22001,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Pagamento online tasse e tariffe comunali",non è presente su facebook,non è presente su  twitter,esiste una sezione o portale open data con dataset di vari uffici,non c'è nel mio comune,Non c'è stata nessuna iniziativa,110,0,si,"aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare formazione di tecnologie open source, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Ala,TN,TAA,MEDIO,9034,,,,,,,,,,,,,,,,,,,,,,,,,,
21049,la connettività non supera i 20 Megabit,si,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),tra 1h e 2h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi per situazioni di emergenza, URP online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Ci sono iniziative per l’alfabetizzazione verso anziani,una,zero,si,"aumentare la connettività, aumentare il wi fi pubblico, fare formazione sul crowdfunding",Martello,BZ,TAA,PICCOLO,883,,,,,,,,,,,,,,,,,,,,,,,,,,
21008,la connettività non supera i 20 Megabit,no,"si, ha organizzato 1 evento",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,fino a 40 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali, Pagamento multe, URP online, Sportello Unico online","è presente ma non risponde a commenti e domande, Presente con pochi fan e poca interazione [anche da parte dei cittadini]",è presente ma non risponde ai commenti,esiste una sezione o portale open data con dataset di vari uffici,saltuariamente vengono organizzati,Saltuariamente vengono organizzati incontri ma nulla di continuativo,"157 [attenzione, dato non scindibile da Trento]","1 [attenzione, dato non scindibile dalla provincia di Trento]",no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Bolzano,BZ,TAA,GRANDE,104029,,,,,,,,,,,,,,,,,,,,,,,,,,
20058,la connettività non supera i 20 Megabit,si,"si, ha organizzato 1 evento",tramite mail,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali, URP online","è presente e risponde a commenti e domande, è presente anche durante il weekend",non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Ci sono iniziative per l’alfabetizzazione verso giovani,4,0,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source",San Giovanni del Dosso,MN,LOM,PICCOLO,1389,,,,,,,,,,,,,,,,,,,,,,,,,,
20039,Comune cablato,Sono io il sindaco,"si, ha organizzato più eventi",il wi fi pubblico c'è e non è necessaria nessuna iscrizione,non c'è nessun limite,fino a 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Pagamento online tasse e tariffe comunali, Pagamento multe, URP online",vorrei segnalare il mio comune come caso studio,non è presente su  twitter,"sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune",non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,0,1,no,aumentare l'alfabetizzazione digitale alle aziende,Pegognaga,MN,LOM,MEDIO,7299,,,,,,,,,,,,,,,,,,,,,,,,,,
20015,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,fino a 10 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,1,0,si,"aumentare la connettività, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Castel Goffredo,MN,LOM,MEDIO,12094,,,,,,,,,,,,,,,,,,,,,,,,,,
19064,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi per situazioni di emergenza",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,---,---,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Ostiano,CR,LOM,PICCOLO,3067,,,,,,,,,,,,,,,,,,,,,,,,,,
